param_name,param_value,trial_id,initial_mean,initial_var,llm_final_mean,llm_final_var,degroot_predicted_mean,degroot_predicted_var,mean_deviation,var_deviation,llm_converged,degroot_converged
single,2.0,0,6.095238095238095,9.133786848072564,8.380952380952381,0.7120181405895692,6.095238095238095,0.0,2.2857142857142865,0.7120181405895692,True,True
single,2.0,1,5.761904761904762,8.181405895691611,8.476190476190476,0.6303854875283446,5.761904761904762,0.0,2.7142857142857144,0.6303854875283446,True,True
single,2.0,2,5.666666666666667,7.365079365079365,7.761904761904762,5.514739229024943,5.666666666666667,0.0,2.095238095238095,5.514739229024943,False,True
single,2.0,3,6.619047619047619,6.331065759637188,8.476190476190476,0.7256235827664398,6.619047619047619,0.0,1.8571428571428577,0.7256235827664398,True,True
single,2.0,4,6.476190476190476,6.154195011337869,7.571428571428571,2.2448979591836733,6.476190476190476,0.0,1.095238095238095,2.2448979591836733,False,True
single,2.0,5,6.857142857142857,7.551020408163266,8.19047619047619,1.3922902494331062,6.857142857142857,0.0,1.333333333333333,1.3922902494331062,False,True
single,2.0,6,6.0,6.571428571428571,7.380952380952381,3.5691609977324257,6.0,0.0,1.3809523809523814,3.5691609977324257,False,True
single,2.0,7,6.0,8.666666666666666,7.714285714285714,4.775510204081632,6.0,0.0,1.7142857142857144,4.775510204081632,False,True
single,2.0,8,6.190476190476191,8.630385487528343,8.142857142857142,2.3129251700680276,6.190476190476191,0.0,1.9523809523809517,2.3129251700680276,False,True
single,2.0,9,6.190476190476191,4.72562358276644,8.571428571428571,0.816326530612245,6.190476190476191,0.0,2.3809523809523805,0.816326530612245,True,True
single,3.0,0,6.0,7.0476190476190474,8.095238095238095,3.229024943310657,6.0,0.0,2.095238095238095,3.229024943310657,False,True
single,3.0,1,5.571428571428571,7.7687074829931975,8.380952380952381,0.616780045351474,5.571428571428571,0.0,2.80952380952381,0.616780045351474,True,True
single,3.0,2,6.0476190476190474,7.28344671201814,8.428571428571429,2.9115646258503403,6.0476190476190474,0.0,2.3809523809523814,2.9115646258503403,False,True
single,3.0,3,5.571428571428571,5.863945578231292,8.19047619047619,2.3446712018140587,5.571428571428571,0.0,2.6190476190476186,2.3446712018140587,False,True
single,3.0,4,5.761904761904762,11.990929705215418,9.0,1.9047619047619047,5.761904761904762,0.0,3.238095238095238,1.9047619047619047,False,True
single,3.0,5,5.476190476190476,6.725623582766441,8.333333333333334,1.0793650793650793,5.476190476190476,0.0,2.8571428571428577,1.0793650793650793,False,True
single,3.0,6,5.0476190476190474,10.140589569160998,8.238095238095237,3.3242630385487524,5.0476190476190474,0.0,3.19047619047619,3.3242630385487524,False,True
single,3.0,7,6.523809523809524,10.249433106575962,7.380952380952381,4.521541950113379,6.523809523809524,0.0,0.8571428571428577,4.521541950113379,False,True
single,3.0,8,5.666666666666667,9.269841269841269,8.19047619047619,0.6303854875283447,5.666666666666667,0.0,2.523809523809523,0.6303854875283447,True,True
single,3.0,9,4.9523809523809526,9.283446712018142,8.142857142857142,0.693877551020408,4.9523809523809526,0.0,3.19047619047619,0.693877551020408,True,True
single,4.0,0,5.714285714285714,8.680272108843539,9.047619047619047,0.8072562358276643,5.714285714285714,0.0,3.333333333333333,0.8072562358276643,True,True
single,4.0,1,6.285714285714286,9.346938775510205,8.333333333333334,1.9365079365079367,6.285714285714286,0.0,2.0476190476190483,1.9365079365079367,False,True
single,4.0,2,6.476190476190476,8.344671201814057,4.380952380952381,11.759637188208618,6.476190476190476,0.0,2.095238095238095,11.759637188208618,False,True
single,4.0,3,5.571428571428571,11.102040816326529,8.238095238095237,2.5623582766439914,5.571428571428571,0.0,2.666666666666666,2.5623582766439914,False,True
single,4.0,4,5.9523809523809526,7.09297052154195,8.095238095238095,0.9433106575963719,5.9523809523809526,0.0,2.1428571428571423,0.9433106575963719,True,True
single,4.0,5,5.9523809523809526,7.759637188208617,8.714285714285714,1.442176870748299,5.9523809523809526,0.0,2.761904761904761,1.442176870748299,False,True
single,4.0,6,7.238095238095238,4.657596371882087,8.0,0.8571428571428571,7.238095238095238,0.0,0.7619047619047619,0.8571428571428571,True,True
single,4.0,7,5.714285714285714,9.061224489795919,6.809523809523809,9.201814058956916,5.714285714285714,0.0,1.095238095238095,9.201814058956916,False,True
single,4.0,8,5.666666666666667,10.984126984126984,8.380952380952381,0.9024943310657596,5.666666666666667,0.0,2.7142857142857144,0.9024943310657596,True,True
single,4.0,9,7.333333333333333,3.6507936507936503,8.619047619047619,0.3310657596371883,7.333333333333333,0.0,1.2857142857142856,0.3310657596371883,True,True
