param_name,param_value,trial_id,initial_mean,initial_var,llm_final_mean,llm_final_var,degroot_predicted_mean,degroot_predicted_var,mean_deviation,var_deviation,llm_converged,degroot_converged
radius,0.25,0,5.5,6.2,8.225,0.724375,5.5,0.0,2.7249999999999996,0.724375,True,True
radius,0.25,1,6.25,8.2375,7.875,1.309375,6.25,0.0,1.625,1.309375,False,True
radius,0.25,2,4.75,7.4875,7.675,2.2193750000000003,4.75,0.0,2.925,2.2193750000000003,False,True
radius,0.25,3,5.625,6.184375,7.675,2.9693750000000003,5.625,0.0,2.05,2.9693750000000003,False,True
radius,0.25,4,5.15,9.2275,8.25,0.3875,5.15,0.0,3.0999999999999996,0.3875,True,True
radius,0.25,5,6.1,9.440000000000001,7.44,3.4463999999999997,6.1,0.0,1.3400000000000007,3.4463999999999997,False,True
radius,0.25,6,6.125,6.559375,6.125,6.559375,6.125,0.0,0.0,6.559375,False,True
radius,0.25,7,5.45,7.797499999999999,3.6666666666666665,1.5555555555555554,5.45,0.0,1.7833333333333337,1.5555555555555554,False,True
radius,0.25,8,6.275,6.649375000000001,8.4,0.43999999999999995,6.275,0.0,2.125,0.43999999999999995,True,True
radius,0.25,9,5.225,7.724374999999999,7.923076923076923,1.301775147928994,5.225,0.0,2.6980769230769237,1.301775147928994,False,True
radius,0.5,0,6.125,8.759375,6.125,8.759375,6.125,0.0,0.0,8.759375,False,True
radius,0.5,1,4.925,6.669375,7.828571428571428,1.0563265306122451,4.925,0.0,2.9035714285714285,1.0563265306122451,False,True
radius,0.5,2,5.775,6.824375000000001,8.575,0.29437499999999994,5.775,0.0,2.799999999999999,0.29437499999999994,True,True
