Node ID,Timestamp,Agreement Level,Opinion Delta,Bot Proximity,Communication Style,Graph Type,Trial #,Bot Present,Param Value,Global Mean,Global Std
0,0,3,0,0.2222222222222222,Assertive,random_geometric,2,N,1.0,5.0,2.000694806343698
0,1,3,0,0.2222222222222222,Assertive,random_geometric,2,N,1.0,5.0152777777777775,2.0044536737355925
0,2,8,5,0.7777777777777778,Assertive,random_geometric,2,N,1.0,5.277777777777778,2.0741784024266208
0,3,9,1,0.8888888888888888,Assertive,random_geometric,2,N,1.0,5.795833333333333,2.2243792615861513
0,4,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,6.382638888888889,2.2178387848900303
0,5,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,6.875694444444444,2.047176279570362
0,6,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.166666666666667,1.8647827947078706
0,7,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.360416666666667,1.7859664023354471
0,8,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.4840277777777775,1.6245238012666312
0,9,8,-1,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.653472222222222,1.609147461140479
0,10,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.702083333333333,1.577110805241134
0,11,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.653472222222222,1.6505064059346122
0,12,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.624305555555556,1.5701677927969584
0,13,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.561805555555556,1.5861849952521296
0,14,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.5055555555555555,1.5693280466832658
0,15,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.40625,1.7784408359038226
0,16,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.56875,1.4736965831472868
0,17,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.416666666666667,1.734256093360861
0,18,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.498611111111111,1.6220332349566218
0,19,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.529166666666667,1.614039989240005
0,20,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.522222222222222,1.571835346914622
1,0,7,0,0.6666666666666667,Assertive,random_geometric,2,N,1.0,5.0,2.000694806343698
1,1,7,0,0.6666666666666667,Assertive,random_geometric,2,N,1.0,5.0152777777777775,2.0044536737355925
1,2,8,1,0.7777777777777778,Assertive,random_geometric,2,N,1.0,5.277777777777778,2.0741784024266208
1,3,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,5.795833333333333,2.2243792615861513
1,4,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,6.382638888888889,2.2178387848900303
1,5,9,1,0.8888888888888888,Assertive,random_geometric,2,N,1.0,6.875694444444444,2.047176279570362
1,6,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.166666666666667,1.8647827947078706
1,7,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.360416666666667,1.7859664023354471
1,8,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.4840277777777775,1.6245238012666312
1,9,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.653472222222222,1.609147461140479
1,10,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.702083333333333,1.577110805241134
1,11,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.653472222222222,1.6505064059346122
1,12,8,-1,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.624305555555556,1.5701677927969584
1,13,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.561805555555556,1.5861849952521296
1,14,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.5055555555555555,1.5693280466832658
1,15,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.40625,1.7784408359038226
1,16,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.56875,1.4736965831472868
1,17,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.416666666666667,1.734256093360861
1,18,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.498611111111111,1.6220332349566218
1,19,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.529166666666667,1.614039989240005
1,20,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.522222222222222,1.571835346914622
2,0,3,0,0.2222222222222222,Assertive,random_geometric,2,N,1.0,5.0,2.000694806343698
2,1,3,0,0.2222222222222222,Assertive,random_geometric,2,N,1.0,5.0152777777777775,2.0044536737355925
2,2,3,0,0.2222222222222222,Assertive,random_geometric,2,N,1.0,5.277777777777778,2.0741784024266208
2,3,8,5,0.7777777777777778,Assertive,random_geometric,2,N,1.0,5.795833333333333,2.2243792615861513
2,4,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,6.382638888888889,2.2178387848900303
2,5,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,6.875694444444444,2.047176279570362
2,6,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.166666666666667,1.8647827947078706
2,7,9,1,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.360416666666667,1.7859664023354471
2,8,8,-1,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.4840277777777775,1.6245238012666312
2,9,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.653472222222222,1.609147461140479
2,10,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.702083333333333,1.577110805241134
2,11,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.653472222222222,1.6505064059346122
2,12,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.624305555555556,1.5701677927969584
2,13,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.561805555555556,1.5861849952521296
2,14,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.5055555555555555,1.5693280466832658
2,15,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.40625,1.7784408359038226
2,16,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.56875,1.4736965831472868
2,17,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.416666666666667,1.734256093360861
2,18,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.498611111111111,1.6220332349566218
2,19,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.529166666666667,1.614039989240005
2,20,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.522222222222222,1.571835346914622
3,0,7,0,0.6666666666666667,Assertive,random_geometric,2,N,1.0,5.0,2.000694806343698
3,1,7,0,0.6666666666666667,Assertive,random_geometric,2,N,1.0,5.0152777777777775,2.0044536737355925
3,2,9,2,0.8888888888888888,Assertive,random_geometric,2,N,1.0,5.277777777777778,2.0741784024266208
3,3,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,5.795833333333333,2.2243792615861513
3,4,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,6.382638888888889,2.2178387848900303
3,5,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,6.875694444444444,2.047176279570362
3,6,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.166666666666667,1.8647827947078706
3,7,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.360416666666667,1.7859664023354471
3,8,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.4840277777777775,1.6245238012666312
3,9,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.653472222222222,1.609147461140479
3,10,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.702083333333333,1.577110805241134
3,11,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.653472222222222,1.6505064059346122
3,12,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.624305555555556,1.5701677927969584
3,13,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.561805555555556,1.5861849952521296
3,14,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.5055555555555555,1.5693280466832658
3,15,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.40625,1.7784408359038226
3,16,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.56875,1.4736965831472868
3,17,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.416666666666667,1.734256093360861
3,18,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.498611111111111,1.6220332349566218
3,19,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.529166666666667,1.614039989240005
3,20,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.522222222222222,1.571835346914622
4,0,3,0,0.2222222222222222,Assertive,random_geometric,2,N,1.0,5.0,2.000694806343698
4,1,3,0,0.2222222222222222,Assertive,random_geometric,2,N,1.0,5.0152777777777775,2.0044536737355925
4,2,9,6,0.8888888888888888,Assertive,random_geometric,2,N,1.0,5.277777777777778,2.0741784024266208
4,3,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,5.795833333333333,2.2243792615861513
4,4,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,6.382638888888889,2.2178387848900303
4,5,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,6.875694444444444,2.047176279570362
4,6,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.166666666666667,1.8647827947078706
4,7,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.360416666666667,1.7859664023354471
4,8,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.4840277777777775,1.6245238012666312
4,9,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.653472222222222,1.609147461140479
4,10,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.702083333333333,1.577110805241134
4,11,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.653472222222222,1.6505064059346122
4,12,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.624305555555556,1.5701677927969584
4,13,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.561805555555556,1.5861849952521296
4,14,6,-3,0.5555555555555556,Assertive,random_geometric,2,N,1.0,7.5055555555555555,1.5693280466832658
4,15,6,0,0.5555555555555556,Assertive,random_geometric,2,N,1.0,7.40625,1.7784408359038226
4,16,8,2,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.56875,1.4736965831472868
4,17,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.416666666666667,1.734256093360861
4,18,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.498611111111111,1.6220332349566218
4,19,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.529166666666667,1.614039989240005
4,20,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,7.522222222222222,1.571835346914622
5,0,7,0,0.6666666666666667,Assertive,random_geometric,2,N,1.0,5.0,2.000694806343698
5,1,7,0,0.6666666666666667,Assertive,random_geometric,2,N,1.0,5.0152777777777775,2.0044536737355925
5,2,9,2,0.8888888888888888,Assertive,random_geometric,2,N,1.0,5.277777777777778,2.0741784024266208
5,3,8,-1,0.7777777777777778,Assertive,random_geometric,2,N,1.0,5.795833333333333,2.2243792615861513
5,4,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,6.382638888888889,2.2178387848900303
5,5,9,1,0.8888888888888888,Assertive,random_geometric,2,N,1.0,6.875694444444444,2.047176279570362
5,6,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.166666666666667,1.8647827947078706
5,7,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.360416666666667,1.7859664023354471
5,8,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.4840277777777775,1.6245238012666312
5,9,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.653472222222222,1.609147461140479
5,10,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.702083333333333,1.577110805241134
5,11,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.653472222222222,1.6505064059346122
5,12,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.624305555555556,1.5701677927969584
5,13,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.561805555555556,1.5861849952521296
5,14,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.5055555555555555,1.5693280466832658
5,15,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.40625,1.7784408359038226
5,16,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.56875,1.4736965831472868
5,17,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.416666666666667,1.734256093360861
5,18,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.498611111111111,1.6220332349566218
5,19,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.529166666666667,1.614039989240005
5,20,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.522222222222222,1.571835346914622
6,0,3,0,0.2222222222222222,Assertive,random_geometric,2,N,1.0,5.0,2.000694806343698
6,1,3,0,0.2222222222222222,Assertive,random_geometric,2,N,1.0,5.0152777777777775,2.0044536737355925
6,2,9,6,0.8888888888888888,Assertive,random_geometric,2,N,1.0,5.277777777777778,2.0741784024266208
6,3,8,-1,0.7777777777777778,Assertive,random_geometric,2,N,1.0,5.795833333333333,2.2243792615861513
6,4,8,0,0.7777777777777778,Assertive,random_geometric,2,N,1.0,6.382638888888889,2.2178387848900303
6,5,7,-1,0.6666666666666667,Assertive,random_geometric,2,N,1.0,6.875694444444444,2.047176279570362
6,6,7,0,0.6666666666666667,Assertive,random_geometric,2,N,1.0,7.166666666666667,1.8647827947078706
6,7,9,2,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.360416666666667,1.7859664023354471
6,8,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.4840277777777775,1.6245238012666312
6,9,9,0,0.8888888888888888,Assertive,random_geometric,2,N,1.0,7.653472222222222,1.609147461140479
