param_name,param_value,trial_id,initial_mean,initial_var,llm_final_mean,llm_final_var,degroot_predicted_mean,degroot_predicted_var,mean_deviation,var_deviation,llm_converged,degroot_converged
p,0.1,0,5.619047619047619,6.807256235827664,6.761904761904762,6.848072562358277,5.619047619047619,0.0,1.1428571428571432,6.848072562358277,False,True
p,0.1,1,6.238095238095238,8.18140589569161,8.714285714285714,2.775510204081632,6.238095238095238,0.0,2.4761904761904754,2.775510204081632,False,True
p,0.1,2,5.285714285714286,10.870748299319727,7.809523809523809,3.5827664399092978,5.285714285714286,0.0,2.5238095238095237,3.5827664399092978,False,True
p,0.1,3,6.380952380952381,11.569160997732427,8.19047619047619,2.3446712018140587,6.380952380952381,0.0,1.8095238095238084,2.3446712018140587,False,True
p,0.1,4,5.9523809523809526,8.807256235827666,7.809523809523809,6.630385487528345,5.9523809523809526,0.0,1.8571428571428568,6.630385487528345,False,True
p,0.1,5,5.9523809523809526,9.188208616780045,6.142857142857143,11.360544217687075,5.9523809523809526,0.0,0.1904761904761907,11.360544217687075,False,True
p,0.1,6,5.857142857142857,7.836734693877552,7.857142857142857,6.312925170068028,5.857142857142857,0.0,2.0,6.312925170068028,False,True
p,0.1,7,5.0476190476190474,7.569160997732426,6.619047619047619,6.997732426303855,5.0476190476190474,0.0,1.5714285714285712,6.997732426303855,False,True
p,0.1,8,5.571428571428571,10.340136054421768,7.523809523809524,9.297052154195011,5.571428571428571,0.0,1.9523809523809526,9.297052154195011,False,True
p,0.1,9,5.095238095238095,9.990929705215422,8.0,5.714285714285714,5.095238095238095,0.0,2.904761904761905,5.714285714285714,False,True
p,0.3,0,5.190476190476191,8.725623582766438,7.904761904761905,1.1337868480725624,5.190476190476191,0.0,2.7142857142857144,1.1337868480725624,False,True
p,0.3,1,4.904761904761905,9.038548752834467,8.523809523809524,0.43990929705215415,4.904761904761905,0.0,3.6190476190476186,0.43990929705215415,True,True
p,0.3,2,4.904761904761905,7.514739229024944,8.523809523809524,0.7256235827664398,4.904761904761905,0.0,3.6190476190476186,0.7256235827664398,True,True
p,0.3,3,6.714285714285714,6.870748299319727,8.761904761904763,0.8480725623582767,6.714285714285714,0.0,2.0476190476190483,0.8480725623582767,True,True
p,0.3,4,5.523809523809524,5.963718820861679,8.619047619047619,0.7120181405895692,5.523809523809524,0.0,3.095238095238095,0.7120181405895692,True,True
p,0.3,5,6.380952380952381,8.902494331065762,7.619047619047619,3.378684807256235,6.380952380952381,0.0,1.2380952380952372,3.378684807256235,False,True
p,0.3,6,5.619047619047619,8.33106575963719,8.904761904761905,0.6575963718820861,5.619047619047619,0.0,3.2857142857142865,0.6575963718820861,True,True
p,0.3,7,4.761904761904762,6.848072562358276,7.9523809523809526,2.712018140589569,4.761904761904762,0.0,3.1904761904761907,2.712018140589569,False,True
p,0.3,8,5.666666666666667,7.65079365079365,8.19047619047619,2.535147392290249,5.666666666666667,0.0,2.523809523809523,2.535147392290249,False,True
p,0.3,9,6.761904761904762,7.6099773242630375,8.523809523809524,2.0589569160997736,6.761904761904762,0.0,1.7619047619047619,2.0589569160997736,False,True
p,0.5,0,5.0476190476190474,8.807256235827666,8.523809523809524,1.6780045351473927,5.0476190476190474,0.0,3.4761904761904763,1.6780045351473927,False,True
p,0.5,1,5.666666666666667,8.984126984126984,9.19047619047619,0.5351473922902492,5.666666666666667,0.0,3.523809523809523,0.5351473922902492,True,True
p,0.5,2,5.142857142857143,9.07482993197279,9.047619047619047,0.9024943310657595,5.142857142857143,0.0,3.904761904761904,0.9024943310657595,True,True
p,0.5,3,6.095238095238095,5.800453514739228,8.857142857142858,0.31292517006802717,6.095238095238095,0.0,2.7619047619047628,0.31292517006802717,True,True
p,0.5,4,4.523809523809524,10.154195011337869,8.714285714285714,0.39455782312925164,4.523809523809524,0.0,4.19047619047619,0.39455782312925164,True,True
p,0.5,5,5.095238095238095,7.41950113378685,8.476190476190476,1.106575963718821,5.095238095238095,0.0,3.3809523809523814,1.106575963718821,False,True
p,0.5,6,5.809523809523809,8.249433106575964,8.761904761904763,3.1337868480725626,5.809523809523809,0.0,2.9523809523809534,3.1337868480725626,False,True
p,0.5,7,5.190476190476191,7.392290249433105,8.571428571428571,0.3401360544217687,5.190476190476191,0.0,3.3809523809523805,0.3401360544217687,True,True
p,0.5,8,5.857142857142857,6.884353741496598,8.333333333333334,0.7936507936507935,5.857142857142857,0.0,2.476190476190477,0.7936507936507935,True,True
p,0.5,9,4.857142857142857,7.45578231292517,8.047619047619047,2.6167800453514736,4.857142857142857,0.0,3.1904761904761907,2.6167800453514736,False,True
