param_name,param_value,trial_id,initial_mean,initial_var,llm_final_mean,llm_final_var,degroot_predicted_mean,degroot_predicted_var,mean_deviation,var_deviation,llm_converged,degroot_converged
p,0.1,0,4.902439024390244,4.283164782867341,7.048780487804878,4.680547293277811,4.902439024390244,0.0,2.1463414634146343,4.680547293277811,False,True
p,0.1,1,4.902439024390244,4.283164782867341,7.121951219512195,2.6924449732302196,4.902439024390244,0.0,2.2195121951219514,2.6924449732302196,False,True
p,0.1,2,4.902439024390244,4.283164782867341,7.804878048780488,2.4009518143961928,4.902439024390244,0.0,2.902439024390244,2.4009518143961928,False,True
p,0.3,0,4.902439024390244,4.283164782867341,4.195121951219512,10.937537180249853,4.902439024390244,0.0,0.7073170731707314,10.937537180249853,False,True
p,0.3,1,4.902439024390244,4.283164782867341,7.682926829268292,1.7287328970850684,4.902439024390244,0.0,2.7804878048780486,1.7287328970850684,False,True
p,0.3,2,4.902439024390244,4.283164782867341,7.365853658536586,2.036882807852469,4.902439024390244,0.0,2.463414634146342,2.036882807852469,False,True
p,0.5,0,4.902439024390244,4.283164782867341,6.829268292682927,8.092801903628795,4.902439024390244,0.0,1.9268292682926829,8.092801903628795,False,True
p,0.5,1,4.902439024390244,4.283164782867341,7.2682926829268295,3.2207019631171923,4.902439024390244,0.0,2.3658536585365857,3.2207019631171923,False,True
p,0.5,2,4.902439024390244,4.283164782867341,7.439024390243903,3.2706722189173103,4.902439024390244,0.0,2.536585365853659,3.2706722189173103,False,True
p,0.7,0,4.902439024390244,4.283164782867341,7.463414634146342,2.785246876859013,4.902439024390244,0.0,2.560975609756098,2.785246876859013,False,True
p,0.7,1,4.902439024390244,4.283164782867341,8.146341463414634,1.637120761451517,4.902439024390244,0.0,3.2439024390243905,1.637120761451517,False,True
p,0.7,2,4.902439024390244,4.283164782867341,7.536585365853658,5.760856632956573,4.902439024390244,0.0,2.6341463414634143,5.760856632956573,False,True
